Test run for 90 minutes of runtime, approximately one full orbit for most LEO sats.

CPU

	11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz

	Base speed:	3.00 GHz
	Sockets:	1
	Cores:	2
	Logical processors:	4
	Virtualization:	Enabled
	L1 cache:	160 KB
	L2 cache:	2.5 MB
	L3 cache:	6.0 MB

Total sats: 16978
TIME 0.0
TIME 0.1
...
TIME 5399.800000002113
TIME 5399.900000002113

         961071828 function calls (960701551 primitive calls) in 3883.942 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2913.363 2913.363 3883.947 3883.947 satEvol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instructions.py:179(InvokeInstr)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:882(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 ir.py:880(Jump)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6769(Latin1)
        1    0.000    0.000    0.000    0.000 instructions.py:875(Fence)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:600(throw_error)
        1    0.000    0.000    0.000    0.000 old_builtins.py:220(<listcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 sysconfig.py:202(is_python_build)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 D_S_I_G_.py:41(table_D_S_I_G_)
        1    0.000    0.000    0.000    0.000 npdatetime.py:19(TimedeltaUnaryOp)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 instructions.py:281(SwitchInstr)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 ir.py:966(EnterWith)
        1    0.000    0.000    0.000    0.000 readers.py:27(ZipReader)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        4    0.000    0.000    0.000    0.000 funcdesc.py:222(mangler)
        1    0.000    0.000    0.000    0.000 npytypes.py:529(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 cff.py:9(_ClosureGlyphsT2Decompiler)
        1    0.000    0.000    0.000    0.000 c_ast.py:271(Break)
        1    0.000    0.000    0.000    0.000 arpack.py:285(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 model.py:336(force_the_name)
        1    0.000    0.000    0.000    0.000 errors.py:109(FoundANone)
        1    0.000    0.000    0.000    0.000 __init__.py:310(RasterSource)
        4    0.000    0.000    0.000    0.000 __init__.py:57(fget)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1109(_ListDataStream)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 dates.py:1579(HourLocator)
        1    0.000    0.000    0.000    0.000 unicode.py:15(_UnicodeCustom)
        1    0.000    0.000    0.000    0.000 scale.py:308(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        1    0.000    0.000    0.000    0.000 functions.py:630(ExternalFunction)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 ir.py:618(SetItem)
        1    0.000    0.000    0.000    0.000 dispatcher.py:128(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 codegen.py:981(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 typeref.py:215(_TypeListIterator)
        1    0.000    0.000    0.000    0.000 model.py:311(length_is_unknown)
        1    0.000    0.000    0.000    0.000 old_models.py:911(OptionalModel)
        1    0.000    0.000    0.000    0.000 passmanagers.py:41(_c_PruneStats)
        1    0.000    0.000    0.000    0.000 values.py:713(DIValue)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 wrappers.py:688(_ArrayArgLoader)
        1    0.000    0.000    0.000    0.000 model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        2    0.000    0.000    0.000    0.000 unicode.py:1379(gen_unicode_Xjust)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1418(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:637(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 builder.py:836(MultipleSubstBuilder)
        1    0.000    0.000    0.000    0.000 configTools.py:59(ConfigValueParsingError)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 instructions.py:596(PhiInstr)
        1    0.000    0.000    0.000    0.000 zipfile.py:1417(namelist)
        1    0.000    0.000    0.000    0.000 ticker.py:549(LatitudeLocator)
        1    0.000    0.000    0.000    0.000 cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 patches.py:2882(Angle3)
        1    0.000    0.000    0.000    0.000 compiler.py:349(StateDict)
        1    0.000    0.000    0.000    0.000 E_B_L_C_.py:265(Strike)
        1    0.000    0.000    0.000    0.000 core.py:927(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 base.py:1207(_wrap_missing_loc)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:177(GeostationarySatelliteConversion)
        1    0.000    0.000    0.000    0.000 argparse.py:1307(Namespace)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 special.py:14(prange)
        1    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:308(MarkClassName)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
        1    0.000    0.000    0.000    0.000 typed_passes.py:533(NoPythonSupportedFeatureValidation)
        1    0.000    0.000    0.000    0.000 templates.py:349(AbstractTemplate)
        1    0.000    0.000    0.000    0.000 ir.py:658(DelItem)
        1    0.000    0.000    0.000    0.000 pathlib.py:880(is_absolute)
        1    0.000    0.000    0.000    0.000 configTools.py:47(ConfigAlreadyRegisteredError)
        1    0.000    0.000    0.000    0.000 builder.py:1068(MarkMarkPosBuilder)
        1    0.000    0.000    0.000    0.000 enumdecl.py:35(EnumClassStaticGetItem)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 typed_passes.py:373(ParforPreLoweringPass)
        1    0.000    0.000    0.000    0.000 types.py:92(MetaDataType)
        1    0.000    0.000    0.000    0.000 argparse.py:788(Action)
        1    0.000    0.000    0.000    0.000 target_extension.py:32(target_override)
        1    0.000    0.000    0.000    0.000 builder.py:1000(MarkLigPosBuilder)
        1    0.000    0.000    0.000    0.000 _type1font.py:164(_NumberToken)
        1    0.000    0.000    0.000    0.000 message.py:382(__getitem__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 base.py:22(InstanceModel)
        1    0.000    0.000    0.000    0.000 npdatetime.py:123(TimedeltaBinAdd)
        1    0.000    0.000    0.000    0.000 __init__.py:736(_ensure_has_backend)
        1    0.000    0.000    0.000    0.000 instructions.py:418(CastInstr)
        1    0.000    0.000    0.000    0.000 client.py:1482(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parallel.py:211(ParallelGUFuncBuilder)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 npdatetime.py:173(TimedeltaCmpGt)
        1    0.000    0.000    0.000    0.000 array_exprs.py:365(<listcomp>)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.000    0.000 old_builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:20(DummyArray)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1123(cmap_format_12_or_13)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2099(FDSelectCompiler)
        1    0.000    0.000    0.000    0.000 _type1font.py:157(_BinaryToken)
        1    0.000    0.000    0.000    0.000 npdatetime.py:153(TimedeltaCmpNe)
        1    0.000    0.000    0.000    0.000 c_ast.py:485(EllipsisParam)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:902(OrthographicConversion)
        1    0.000    0.000    0.000    0.000 crs.py:2295(EqualEarth)
        1    0.000    0.000    0.000    0.000 old_builtins.py:258(<listcomp>)
        1    0.000    0.000    0.000    0.000 generators.py:212(GeneratorLower)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 utils.py:674(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 category.py:119(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:109(AzimuthalEquidistantConversion)
        1    0.000    0.000    0.000    0.000 templates.py:1094(_OverloadMethodTemplate)
        1    0.000    0.000    0.000    0.000 value.py:437(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 typeref.py:200(_TypeIterator)
        1    0.000    0.000    0.000    0.000 _s_b_i_x.py:30(table__s_b_i_x)
        1    0.000    0.000    0.000    0.000 _interface.py:843(IdentityOperator)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:417(LambertConformalConic1SPConversion)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 crs.py:1667(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:1678(CharsetCompiler)
        1    0.000    0.000    0.000    0.000 npdatetime.py:46(TimedeltaCmpOp)
        1    0.000    0.000    0.000    0.000 wrapper.py:33(SatrecArray)
        1    0.000    0.000    0.000    0.000 backend_tools.py:432(ToolYScale)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 geo.py:390(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 otConverters.py:371(UInt8)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:264(LambertAzimuthalEqualAreaConversion)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(kwarg_doc)
        1    0.000    0.000    0.000    0.000 pylowering.py:24(_Undefined)
        1    0.000    0.000    0.000    0.000 c_ast.py:748(If)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(_ScaledRotation)
        1    0.000    0.000    0.000    0.000 crs.py:2181(_Eckert)
        1    0.000    0.000    0.000    0.000 withcontexts.py:470(_ParallelChunksize)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        1    0.000    0.000    0.000    0.000 yacc.py:1381(MiniProduction)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 zipfile.py:721(_SharedFile)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1302(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 old_builtins.py:409(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 abstract.py:323(ConstSized)
        1    0.000    0.000    0.000    0.000 backend_tools.py:299(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 funcdesc.py:212(ExternalFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 ast.py:632(Anchor)
        1    0.000    0.000    0.000    0.000 common.py:26(SimpleIteratorType)
        1    0.000    0.000    0.000    0.000 zipfile.py:1959(PyZipFile)
        1    0.000    0.000    0.000    0.000 _aliases.py:159(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 widgets.py:1800(SubplotTool)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:159(__init__)
        1    0.000    0.000    0.000    0.000 old_builtins.py:272(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2264(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 ir.py:817(StaticTryRaise)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1428(_GlueSpec)
        1    0.000    0.000    0.000    0.000 otTables.py:514(FeatureParams)
        1    0.000    0.000    0.000    0.000 ast.py:1120(LookupReferenceStatement)
        1    0.000    0.000    0.000    0.000 otBase.py:28(OverflowErrorRecord)
        1    0.000    0.000    0.000    0.000 instructions.py:344(CompareInstr)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1293(cmap_format_12)
        1    0.000    0.000    0.000    0.000 crs.py:1900(Miller)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3574(ShowBase)
        1    0.000    0.000    0.000    0.000 byteflow.py:2101(StatePy313)
        1    0.000    0.000    0.000    0.000 targetconfig.py:85(_MetaTargetConfig)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1530(cmap_format_unknown)
        1    0.000    0.000    0.000    0.000 shapefile.py:856(ShapeRecords)
        1    0.000    0.000    0.000    0.000 ast.py:340(Block)
        1    0.000    0.000    0.000    0.000 arraydecl.py:209(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 lowering.py:1417(<listcomp>)
        1    0.000    0.000    0.000    0.000 misc.py:143(MemInfoPointer)
        1    0.000    0.000    0.000    0.000 __init__.py:76(DesignSpaceDocumentError)
        1    0.000    0.000    0.000    0.000 c_ast.py:732(IdentifierType)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1561(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5094(TokenConverter)
        1    0.000    0.000    0.000    0.000 scale.py:602(LogisticTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:357(_UnicodeMinusFormat)
        1    0.000    0.000    0.000    0.000 old_models.py:383(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 misc.py:10(PyObject)
        1    0.000    0.000    0.000    0.000 crs.py:1916(RotatedPole)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 ffi.py:90(_suppress_cleanup_errors)
        1    0.000    0.000    0.000    0.000 boundsPen.py:69(BoundsPen)
        1    0.000    0.000    0.000    0.000 _linalg.py:38(SVDResult)
        1    0.000    0.000    0.000    0.000 generators.py:240(PyGeneratorLower)
        1    0.000    0.000    0.000    0.000 __init__.py:99(SimpleDescriptor)
        1    0.000    0.000    0.000    0.000 scale.py:478(InvertedAsinhTransform)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:18(SimpleTimer)
        1    0.000    0.000    0.000    0.000 npytypes.py:422(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 pyparsing.py:5169(Dict)
        1    0.000    0.000    0.000    0.000 scale.py:242(InvertedLogTransform)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5259(postParse)
        1    0.000    0.000    0.000    0.000 target_extension.py:13(_TargetRegistry)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        1    0.000    0.000    0.000    0.000 scale.py:460(AsinhTransform)
        1    0.000    0.000    0.000    0.000 gufunc.py:49(GUFuncLowerer)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 unicode.py:1424(generate_splitlines_func)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ufunc_base.py:5(UfuncLowererBase)
        1    0.000    0.000    0.000    0.000 otConverters.py:832(ValueRecord)
        1    0.000    0.000    0.000    0.000 patches.py:2986(Arc)
        1    0.000    0.000    0.000    0.000 core.py:146(MAError)
        1    0.000    0.000    0.000    0.000 typed_passes.py:511(NativeLowering)
        1    0.000    0.000    0.000    0.000 ast.py:451(TableBlock)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 __init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:716(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ast.py:511(MarkClass)
        1    0.000    0.000    0.000    0.000 old_builtins.py:31(PrintItem)
        1    0.000    0.000    0.000    0.000 ir.py:839(DynamicTryRaise)
        1    0.000    0.000    0.000    0.000 ast.py:186(Comment)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 ast.py:198(NullGlyph)
        1    0.000    0.000    0.000    0.000 backend_tools.py:365(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 core.py:1159(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 typed_passes.py:183(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1088(LiftedLoop)
        1    0.000    0.000    0.000    0.000 widgets.py:4099(Lasso)
        1    0.000    0.000    0.000    0.000 old_builtins.py:241(<listcomp>)
        1    0.000    0.000    0.000    0.000 arraydecl.py:633(StaticGetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 arraydecl.py:718(NestedArrayAttribute)
        1    0.000    0.000    0.000    0.000 crs.py:2761(NearsidePerspective)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 old_builtins.py:771(NPDatetimeAttribute)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 misc.py:133(Module)
        1    0.000    0.000    0.000    0.000 types.py:658(LiteralStructType)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 axis.py:523(_LazyTickList)
        1    0.000    0.000    0.000    0.000 function_type.py:97(UndefinedFunctionType)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 typed_passes.py:99(BaseTypeInference)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1767(TypeInferDebug)
        1    0.000    0.000    0.000    0.000 _k_e_r_n.py:256(KernTable_format_unkown)
        1    0.000    0.000    0.000    0.000 c_ast.py:549(EnumeratorList)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 axis.py:531(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 old_builtins.py:763(NPTimedeltaAttribute)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:11(_MarkNrtCallVisitor)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 BitmapGlyphMetrics.py:32(BitmapGlyphMetrics)
        1    0.000    0.000    0.000    0.000 _v_m_t_x.py:6(table__v_m_t_x)
        1    0.000    0.000    0.000    0.000 npyimpl.py:94(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 errors.py:50(EmptyPartError)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 ast.py:1489(SinglePosStatement)
        1    0.000    0.000    0.000    0.000 linsolve.py:28(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 crs.py:1893(GeocentricCRS)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 __init__.py:1408(Latin1Converter)
        1    0.000    0.000    0.000    0.000 hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 old_models.py:354(IntegerModel)
        1    0.000    0.000    0.000    0.000 ir_utils.py:35(_MaxLabel)
        1    0.000    0.000    0.000    0.000 templates.py:1302(BaseRegistryLoader)
        1    0.000    0.000    0.000    0.000 misc.py:160(CPointer)
        1    0.000    0.000    0.000    0.000 iterators.py:5(RangeType)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 decorators.py:10(requires_geos)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1467(KeyEvent)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 ast.py:703(ChainContextPosStatement)
        1    0.000    0.000    0.000    0.000 transforms.py:2810(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1273(IntegerFormat)
        1    0.000    0.000    0.000    0.000 otConverters.py:108(_MissingItem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:628(HandlerStem)
        2    0.000    0.000    0.000    0.000 arrayprint.py:527(_recursive_guard)
        1    0.000    0.000    0.000    0.000 c_ast.py:1089(While)
        1    0.000    0.000    0.000    0.000 utils.py:35(NumpyEncoder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6698(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 colors.py:2015(SegmentedBivarColormap)
        1    0.000    0.000    0.000    0.000 abstract.py:497(Poison)
        1    0.000    0.000    0.000    0.000 errors.py:581(UnsupportedBytecodeError)
        1    0.000    0.000    0.000    0.000 listdecl.py:99(InplaceAddList)
        1    0.000    0.000    0.000    0.000 transformer.py:300(TransformerLocal)
        1    0.000    0.000    0.000    0.000 templates.py:512(_EmptyImplementationEntry)
        1    0.000    0.000    0.000    0.000 abc.py:64(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 otConverters.py:416(Tag)
        1    0.000    0.000    0.000    0.000 event.py:296(RecordingListener)
        1    0.000    0.000    0.000    0.000 old_builtins.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:716(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 old_scalars.py:257(IntEnumMember)
        1    0.000    0.000    0.000    0.000 otConverters.py:722(Table)
        1    0.000    0.000    0.000    0.000 utils.py:1408(_Dummy)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 arpack.py:929(LuInv)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 containers.py:401(NamedTuple)
        1    0.000    0.000    0.000    0.000 errors.py:4(VarLibError)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 npydecl.py:358(Numpy_method_redirection)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 cpu.py:290(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 cff.py:188(_MarkingT2Decompiler)
        1    0.000    0.000    0.000    0.000 dufunc.py:154(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 __init__.py:2150(ROSConverter)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:34(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:546(__init__)
        1    0.000    0.000    0.000    0.000 old_builtins.py:228(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:758(InlineAsm)
        1    0.000    0.000    0.000    0.000 _linalg.py:34(SlogdetResult)
        1    0.000    0.000    0.000    0.000 __init__.py:351(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 caching.py:766(CustomCodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 ast.py:2061(ConditionsetStatement)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:611(MercatorAConversion)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        1    0.000    0.000    0.000    0.000 backend_tools.py:327(RubberbandBase)
        1    0.000    0.000    0.000    0.000 deprecation.py:221(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        1    0.000    0.000    0.000    0.000 listobject.py:69(ListIterModel)
        1    0.000    0.000    0.000    0.000 old_models.py:722(ComplexModel)
        1    0.000    0.000    0.000    0.000 misc.py:194(EphemeralArray)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:862(cmap_format_4)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 iterators.py:74(ZipType)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 coordinate_operation.py:1168(StereographicConversion)
        1    0.000    0.000    0.000    0.000 ir.py:1003(Arg)
        1    0.000    0.000    0.000    0.000 instructions.py:483(LoadAtomicInstr)
        1    0.000    0.000    0.000    0.000 caching.py:745(FunctionCache)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 context.py:721(Context)
        1    0.000    0.000    0.000    0.000 ir.py:675(SetAttr)
        1    0.000    0.000    0.000    0.000 extending.py:561(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:399(PreserveIR)
        1    0.000    0.000    0.000    0.000 abstract.py:484(InitialValue)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:735(<genexpr>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:181(close)
        1    0.000    0.000    0.000    0.000 _docstring.py:86(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:33(UFuncTargetOptions)
