Test run for 90 minutes of runtime, approximately one full orbit for most LEO sats.

CPU

	11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz

	Base speed:	3.00 GHz
	Sockets:	1
	Cores:	2
	Logical processors:	4
	Virtualization:	Enabled
	L1 cache:	160 KB
	L2 cache:	2.5 MB
	L3 cache:	6.0 MB

Total sats: 16978
TIME 0.0
TIME 0.1
...
TIME 5399.800000002113
TIME 5399.900000002113

         961071828 function calls (960701551 primitive calls) in 3883.942 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2913.363 2913.363 3883.947 3883.947 satEvol.py:1(<module>)
      704    0.001    0.000    0.002    0.000 ir.py:380(__init__)
       96    0.001    0.000    0.029    0.000 base.py:412(declare_function)
     1545    0.001    0.000    0.004    0.000 _collections_abc.py:909(__iter__)
      252    0.001    0.000    0.003    0.000 overrides.py:83(verify_matching_signatures)
     2113    0.001    0.000    0.001    0.000 ir.py:392(__setattr__)
     1097    0.001    0.000    0.001    0.000 ufunc_db.py:34(get_ufunc_info)
       96    0.001    0.000    0.012    0.000 callconv.py:816(decorate_function)
    36/15    0.001    0.000    1.961    0.131 templates.py:756(_build_impl)
       17    0.001    0.000    0.010    0.001 backend_pdf.py:2330(draw_text)
        4    0.001    0.000    0.004    0.001 figure.py:123(__init__)
      192    0.001    0.000    0.001    0.000 _twodim_base_impl.py:247(diag)
     3852    0.001    0.000    0.001    0.000 typeinfer.py:126(getone)
       61    0.001    0.000    0.122    0.002 lowering.py:810(lower_getitem)
      625    0.001    0.000    0.001    0.000 cpu.py:116(call_conv)
      420    0.001    0.000    0.019    0.000 base.py:1200(_has_loc)
       24    0.001    0.000    0.002    0.000 static_getitem.py:28(apply)
        1    0.001    0.001    0.001    0.001 ticker.py:15(_PlateCarreeFormatter)
       35    0.001    0.000    0.001    0.000 typed_passes.py:571(run_pass)
     5564    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        1    0.001    0.001    0.003    0.003 qt_compat.py:1(<module>)
      138    0.001    0.000    0.002    0.000 codegen.py:32(_parse_refprune_flags)
     1078    0.001    0.000    0.001    0.000 contextlib.py:452(__init__)
  496/493    0.001    0.000    0.004    0.000 transforms.py:1848(transform_affine)
        1    0.001    0.001    0.155    0.155 backend_pdf.py:1(<module>)
     1362    0.001    0.000    0.003    0.000 transforms.py:1340(__add__)
      238    0.001    0.000    0.048    0.000 extending.py:207(decorate)
       18    0.001    0.000    0.052    0.003 axis.py:1287(_update_ticks)
     1235    0.001    0.000    0.001    0.000 copyreg.py:100(__newobj__)
       16    0.001    0.000    0.001    0.000 bezier.py:15(_comb)
      761    0.001    0.000    0.001    0.000 ffi.py:278(__del__)
     2042    0.001    0.000    0.001    0.000 {built-in method sys.intern}
     2326    0.001    0.000    0.006    0.000 ir_utils.py:2250(<listcomp>)
       36    0.001    0.000    0.026    0.001 codegen.py:781(_verify_declare_only_symbols)
     1024    0.001    0.000    0.002    0.000 enum.py:908(__or__)
       38    0.001    0.000    0.002    0.000 backend_agg.py:248(_prepare_font)
        8    0.001    0.000    0.005    0.001 axis.py:612(__init__)
        9    0.001    0.000    0.006    0.001 __init__.py:816(__init__)
       23    0.001    0.000    0.433    0.019 crs.py:48(_safe_pj_transform)
     1287    0.001    0.000    0.046    0.000 context.py:384(decref)
       94    0.001    0.000    0.010    0.000 __init__.py:1447(_preprocess_data)
    32/26    0.001    0.000    0.011    0.000 _base.py:2975(handle_single_axis)
      861    0.001    0.000    0.008    0.000 base.py:626(is_empty)
     35/7    0.001    0.000    2.640    0.377 typed_passes.py:105(run_pass)
        1    0.001    0.001    0.005    0.005 backend_pdf.py:1673(_unpack)
      134    0.001    0.000    0.001    0.000 typeinfer.py:1742(typeof_call)
       37    0.001    0.000    0.003    0.000 executionengine.py:178(_raw_object_cache_notify)
     3697    0.001    0.000    0.001    0.000 old_models.py:233(get_value_type)
      149    0.001    0.000    0.001    0.000 _docscrape.py:168(_is_at_section)
     4411    0.001    0.000    0.001    0.000 artist.py:292(axes)
      797    0.001    0.000    0.004    0.000 ir.py:1112(__repr__)
      526    0.001    0.000    0.005    0.000 builder.py:826(branch)
      100    0.001    0.000    0.008    0.000 pyplot.py:209(_add_pyplot_note)
      267    0.001    0.000    0.001    0.000 ir.py:1048(__str__)
       41    0.001    0.000    0.008    0.000 pythonapi.py:1380(serialize_uncached)
      134    0.001    0.000    0.002    0.000 untyped_passes.py:332(_do_work)
     1511    0.001    0.000    0.002    0.000 context.py:422(is_for_this_target)
      123    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
     1378    0.001    0.000    0.003    0.000 transforms.py:2498(composite_transform_factory)
      235    0.001    0.000    0.001    0.000 context.py:134(__init__)
       39    0.001    0.000    0.036    0.001 typed_passes.py:883(run_pass)
  128/117    0.001    0.000    0.028    0.000 _docstring.py:122(__call__)
      850    0.001    0.000    0.004    0.000 itanium_mangler.py:83(_escape_string)
      233    0.001    0.000    0.001    0.000 font_manager.py:876(set_size)
     1599    0.001    0.000    0.001    0.000 ir.py:31(__init__)
     2179    0.001    0.000    0.001    0.000 sre_parse.py:82(groups)
       28    0.001    0.000    0.002    0.000 options.py:45(_apply)
      876    0.001    0.000    0.002    0.000 context.py:227(<listcomp>)
     1568    0.001    0.000    0.001    0.000 enum.py:22(_is_dunder)
        6    0.001    0.000    0.042    0.007 gridliner.py:601(_draw_gridliner)
  442/405    0.001    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
     1568    0.001    0.000    0.001    0.000 enum.py:33(_is_sunder)
      294    0.001    0.000    0.001    0.000 __init__.py:391(__getitem__)
      192    0.001    0.000    0.001    0.000 _function_base_impl.py:5625(append)
       36    0.001    0.000    0.235    0.007 codegen.py:667(_optimize_final_module)
     1106    0.001    0.000    0.008    0.000 builder.py:248(append_basic_block)
      994    0.001    0.000    0.001    0.000 backend_pdf.py:2458(stroke)
      192    0.001    0.000    0.001    0.000 shape_base.py:294(hstack)
       30    0.001    0.000    0.014    0.000 patches.py:583(_draw_paths_with_artist_properties)
        4    0.001    0.000    0.017    0.004 backend_bases.py:3494(new_figure_manager)
      165    0.001    0.000    0.001    0.000 dispatcher.py:677(__repr__)
     1069    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
      184    0.001    0.000    0.001    0.000 base.py:83(_sort_signatures)
      474    0.001    0.000    0.002    0.000 ir_utils.py:371(replace_var_callback)
      422    0.001    0.000    0.001    0.000 sre_parse.py:225(__init__)
     4748    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      467    0.001    0.000    0.028    0.000 shapereader.py:152(geometries)
      447    0.001    0.000    0.018    0.000 artist.py:1237(set)
     3226    0.001    0.000    0.001    0.000 {built-in method from_bytes}
     2014    0.001    0.000    0.001    0.000 analysis.py:138(<genexpr>)
      610    0.001    0.000    0.058    0.000 templates.py:488(apply)
      233    0.001    0.000    0.001    0.000 enum.py:590(_find_data_type)
     1056    0.001    0.000    0.002    0.000 npydecl.py:53(<listcomp>)
       35    0.001    0.000    0.001    0.000 untyped_passes.py:569(run_pass)
     1701    0.001    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
      188    0.001    0.000    0.013    0.000 markers.py:299(_set_marker)
      138    0.001    0.000    0.013    0.000 llvm_bindings.py:36(create_pass_manager_builder)
        4    0.001    0.000    1.074    0.268 geoaxes.py:289(wrapper)
       75    0.001    0.000    0.008    0.000 old_models.py:551(_as)
      191    0.001    0.000    0.188    0.001 module.py:207(_get_body_lines)
       39    0.001    0.000    0.003    0.000 bytecode.py:619(from_function)
      133    0.001    0.000    0.001    0.000 transforms.py:1972(rotate)
      950    0.001    0.000    0.005    0.000 values.py:452(_to_string)
      281    0.001    0.000    0.004    0.000 typeinfer.py:184(__call__)
       70    0.001    0.000    0.001    0.000 inline_closurecall.py:310(__init__)
     1960    0.001    0.000    0.003    0.000 values.py:989(<genexpr>)
     1012    0.001    0.000    0.009    0.000 controlflow.py:141(process)
     1314    0.001    0.000    0.001    0.000 byteflow.py:285(_is_implicit_new_block)
       35    0.001    0.000    0.002    0.000 targetconfig.py:273(_make_compression_dictionary)
        1    0.001    0.001    0.012    0.012 image.py:1672(_pil_png_to_float_array)
      974    0.001    0.000    0.001    0.000 npydecl.py:185(ufunc)
      352    0.001    0.000    0.003    0.000 event.py:337(install_timer)
      138    0.001    0.000    0.004    0.000 transforms.py:795(from_bounds)
     35/3    0.001    0.000    3.584    1.195 compiler.py:456(_compile_core)
     1212    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
      885    0.001    0.000    0.013    0.000 instructions.py:175(descr)
       40    0.001    0.000    0.001    0.000 {built-in method zlib.crc32}
      278    0.001    0.000    0.002    0.000 transforms.py:2341(__init__)
     3856    0.001    0.000    0.001    0.000 templates.py:45(return_type)
      308    0.001    0.000    0.001    0.000 _ufunc_config.py:441(__enter__)
     1137    0.001    0.000    0.001    0.000 ir.py:725(__str__)
       82    0.001    0.000    0.001    0.000 npyimpl.py:743(register_ufunc_kernel)
      319    0.001    0.000    0.002    0.000 function_base.py:505(add_newdoc)
     1527    0.001    0.000    0.001    0.000 polygon.py:87(_coords)
      153    0.001    0.000    0.001    0.000 enum.py:980(__or__)
        6    0.001    0.000    0.002    0.000 getlimits.py:34(__init__)
      145    0.001    0.000    0.020    0.000 linker.py:5(link_modules)
     1297    0.001    0.000    0.002    0.000 ssa.py:374(_fix_var)
  529/284    0.001    0.000    0.136    0.000 context.py:152(refresh)
       35    0.001    0.000    0.003    0.000 transforms.py:537(find_ranges)
      246    0.001    0.000    0.002    0.000 old_models.py:546(<listcomp>)
      421    0.001    0.000    0.001    0.000 old_models.py:497(traverse)
       12    0.001    0.000    0.001    0.000 backend_bases.py:1709(__init__)
      182    0.001    0.000    0.004    0.000 interpreter.py:2339(op_LOAD_CONST)
      675    0.001    0.000    0.002    0.000 targetconfig.py:69(__init__)
     1402    0.001    0.000    0.001    0.000 analysis.py:182(<genexpr>)
       72    0.001    0.000    0.005    0.000 artist.py:784(set_clip_path)
      850    0.001    0.000    0.001    0.000 itanium_mangler.py:114(_len_encoded)
      349    0.001    0.000    0.016    0.000 base.py:319(get_arg_packer)
     1293    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      213    0.001    0.000    0.006    0.000 cgutils.py:656(pack_array)
    85/33    0.001    0.000    2.464    0.075 dispatcher.py:304(get_call_template)
      424    0.001    0.000    0.001    0.000 shape_base.py:22(atleast_1d)
     1457    0.001    0.000    0.002    0.000 bytecode.py:238(_patched_opargs)
      501    0.001    0.000    0.001    0.000 lowering.py:765(try_static_impl)
     1668    0.001    0.000    0.001    0.000 old_models.py:533(get_value_type)
      377    0.001    0.000    0.001    0.000 inspect.py:653(_findclass)
      144    0.001    0.000    0.001    0.000 transforms.py:2040(scale)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1668(_guarded_repr_or_str)
      244    0.001    0.000    0.001    0.000 path.py:162(_fast_from_codes_and_verts)
    35/27    0.001    0.000    1.137    0.042 lowering.py:241(lower_function_body)
      953    0.001    0.000    0.001    0.000 templates.py:288(get_impl_key)
     2370    0.001    0.000    0.001    0.000 lowering.py:316(notify_loc)
       36    0.001    0.000    0.019    0.001 codegen.py:1021(scan_unresolved_symbols)
        1    0.001    0.001    0.001    0.001 core.py:8709(_convert2ma)
       96    0.001    0.000    0.001    0.000 weakref.py:47(__new__)
       47    0.001    0.000    0.001    0.000 creation.py:176(polygons)
     1759    0.001    0.000    0.001    0.000 ir.py:267(define)
      105    0.001    0.000    0.002    0.000 analysis.py:304(find_branches)
       37    0.001    0.000    0.001    0.000 __init__.py:513(string_at)
      945    0.001    0.000    0.004    0.000 compiler_machinery.py:200(add_pass)
     1056    0.001    0.000    0.002    0.000 npydecl.py:70(<listcomp>)
      138    0.001    0.000    0.003    0.000 font_manager.py:656(__init__)
        4    0.001    0.000    0.001    0.000 {method 'strftime' of 'datetime.date' objects}
      421    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      468    0.001    0.000    0.012    0.000 artist.py:1530(number_of_parameters)
       48    0.001    0.000    0.001    0.000 _methods.py:100(_clip)
      553    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
      666    0.001    0.000    0.002    0.000 pyplot.py:1074(_auto_draw_if_interactive)
      348    0.001    0.000    0.015    0.000 cgutils.py:166(__getitem__)
     2940    0.001    0.000    0.001    0.000 containers.py:243(key)
      375    0.001    0.000    0.006    0.000 old_models.py:651(set)
     1758    0.001    0.000    0.001    0.000 ssa.py:294(on_assign)
      447    0.001    0.000    0.019    0.000 artist.py:146(<lambda>)
     1004    0.001    0.000    0.011    0.000 artist.py:1536(is_alias)
    14/13    0.001    0.000    0.049    0.004 utils.py:687(__init__)
  142/138    0.001    0.000    0.002    0.000 transforms.py:1777(__eq__)
      184    0.001    0.000    0.001    0.000 _docscrape.py:67(read_to_condition)
      583    0.001    0.000    0.024    0.000 typed_passes.py:757(_do_work_expr)
     2147    0.001    0.000    0.001    0.000 ir.py:1118(is_temp)
      111    0.001    0.000    0.008    0.000 callconv.py:739(check_try_status)
     1187    0.001    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       78    0.001    0.000    0.002    0.000 __init__.py:1315(getLogger)
     2666    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      193    0.001    0.000    0.001    0.000 {built-in method numpy.frompyfunc}
     2752    0.001    0.000    0.001    0.000 os.py:759(decode)
      105    0.001    0.000    0.001    0.000 inspect.py:3206(__str__)
      379    0.001    0.000    0.002    0.000 byteflow.py:518(op_LOAD_FAST)
      171    0.001    0.000    0.001    0.000 containers.py:233(__init__)
     2784    0.001    0.000    0.001    0.000 feature_artist.py:39(__eq__)
     2509    0.001    0.000    0.001    0.000 inline_closurecall.py:1621(<listcomp>)
      521    0.001    0.000    0.003    0.000 targetconfig.py:57(top_or_none)
       55    0.001    0.000    0.010    0.000 old_models.py:558(_from)
        1    0.001    0.001    1.001    1.001 img_transform.py:124(warp_array)
      615    0.001    0.000    0.022    0.000 lowering.py:1628(incref)
       66    0.001    0.000    0.005    0.000 typeinfer.py:227(__call__)
        9    0.001    0.000    0.065    0.007 geoaxes.py:758(_get_extent_geom)
       10    0.001    0.000    0.087    0.009 transformer.py:552(from_crs)
      251    0.001    0.000    0.001    0.000 misc.py:124(__init__)
      653    0.001    0.000    0.001    0.000 values.py:890(__init__)
        1    0.001    0.001    0.003    0.003 getlimits.py:166(_register_known_types)
      504    0.001    0.000    0.001    0.000 weakref.py:353(__init__)
       85    0.001    0.000    0.009    0.000 dataclasses.py:412(_create_fn)
       36    0.001    0.000    0.011    0.000 codegen.py:643(__init__)
      122    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
      163    0.001    0.000    0.004    0.000 transforms.py:804(from_extents)
     1056    0.001    0.000    0.005    0.000 numpy_support.py:350(numpy_outputs)
       35    0.001    0.000    0.001    0.000 untyped_passes.py:1626(run_pass)
      132    0.001    0.000    0.005    0.000 path.py:413(iter_bezier)
      947    0.001    0.000    0.001    0.000 utils.py:718(get_hashable_key)
     1418    0.001    0.000    0.001    0.000 bytecode.py:138(__repr__)
       20    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.clip_path_to_rect}
    85/33    0.001    0.000    2.465    0.075 functions.py:531(get_call_type)
      405    0.001    0.000    0.001    0.000 ir.py:1027(__repr__)
     1421    0.001    0.000    0.001    0.000 artist.py:723(get_figure)
     1046    0.001    0.000    0.001    0.000 imputils.py:37(decorate)
      544    0.001    0.000    0.005    0.000 base.py:319(geom_type)
      168    0.001    0.000    0.001    0.000 instructions.py:334(descr)
     1418    0.001    0.000    0.001    0.000 bytecode.py:81(__init__)
     1058    0.001    0.000    0.001    0.000 backend_bases.py:828(set_antialiased)
       61    0.001    0.000    0.004    0.000 polygon.py:62(__new__)
      246    0.001    0.000    0.001    0.000 ir.py:147(count_spaces)
      157    0.001    0.000    0.001    0.000 _functools.py:99(wrapper)
       36    0.001    0.000    0.385    0.011 codegen.py:789(_finalize_final_module)
      142    0.001    0.000    0.009    0.000 typing.py:483(Union)
      138    0.001    0.000    0.014    0.000 codegen.py:1259(_pass_manager_builder)
  466/176    0.001    0.000    0.004    0.000 itanium_mangler.py:147(mangle_type_or_value)
        1    0.001    0.001    0.001    0.001 pyplot.py:282(install_repl_displayhook)
      994    0.001    0.000    0.001    0.000 backend_pdf.py:2469(fill)
      174    0.001    0.000    0.001    0.000 font_manager.py:1233(score_stretch)
       74    0.001    0.000    1.583    0.021 crs.py:926(_project_multiline)
     1282    0.001    0.000    0.001    0.000 utils.py:763(__init__)
     1739    0.001    0.000    0.001    0.000 types.py:447(__getitem__)
       86    0.001    0.000    0.005    0.000 cgutils.py:486(for_range)
     2141    0.001    0.000    0.001    0.000 typeinfer.py:511(<genexpr>)
      657    0.001    0.000    0.001    0.000 builder.py:211(module)
      554    0.001    0.000    0.005    0.000 prepared.py:75(prep)
     1522    0.001    0.000    0.001    0.000 llvm_pass_timings.py:292(record)
      224    0.001    0.000    0.020    0.000 text.py:65(_get_text_metrics_with_cache)
      198    0.001    0.000    0.004    0.000 pathlib.py:957(__new__)
       21    0.001    0.000    0.001    0.000 ticker.py:2093(_validate_steps)
      260    0.001    0.000    0.001    0.000 old_scalars.py:32(__init__)
       39    0.001    0.000    0.086    0.002 untyped_passes.py:1742(run_pass)
       93    0.001    0.000    0.001    0.000 common.py:49(__init__)
  163/148    0.001    0.000    0.004    0.000 backend_pdf.py:347(<listcomp>)
     1212    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     1582    0.001    0.000    0.001    0.000 inspect.py:191(isclass)
     3330    0.001    0.000    0.001    0.000 path.py:254(should_simplify)
      113    0.001    0.000    0.245    0.002 artist.py:125(__init_subclass__)
      507    0.001    0.000    0.001    0.000 lines.py:1295(set_ydata)
      174    0.001    0.000    0.001    0.000 font_manager.py:1175(score_family)
       36    0.001    0.000    0.020    0.001 codegen.py:1040(scan_defined_symbols)
     2097    0.001    0.000    0.001    0.000 transforms.py:1926(get_matrix)
       46    0.001    0.000    0.001    0.000 weakref.py:368(__init__)
  272/130    0.001    0.000    0.001    0.000 ir_utils.py:2219(resolve_mod)
       38    0.001    0.000    0.007    0.000 _backend_pdf_ps.py:178(_get_font_ttf)
      201    0.001    0.000    0.006    0.000 arrayobj.py:45(set_range_metadata)
      206    0.001    0.000    0.004    0.000 module.py:189(functions)
     2652    0.001    0.000    0.001    0.000 functions.py:306(<dictcomp>)
      192    0.001    0.000    0.001    0.000 numeric.py:380(full_like)
      204    0.001    0.000    0.001    0.000 transforms.py:15(visit_BasicBlock)
      708    0.001    0.000    0.044    0.000 typeinfer.py:1476(resolve_value_type)
      850    0.001    0.000    0.001    0.000 itanium_mangler.py:104(_fix_lead_digit)
        3    0.001    0.000    0.021    0.007 core.py:1(<module>)
       35    0.000    0.000    0.001    0.000 untyped_passes.py:1672(run_pass)
      970    0.000    0.000    0.003    0.000 builder.py:290(_branch_helper)
      128    0.000    0.000    0.193    0.002 artist.py:1832(kwdoc)
        7    0.000    0.000    0.436    0.062 base.py:809(_compile_subroutine_no_cache)
  189/183    0.000    0.000    0.029    0.000 transforms.py:1472(transform)
       24    0.000    0.000    0.009    0.000 arrayobj.py:187(populate_array)
      502    0.000    0.000    0.003    0.000 transforms.py:155(invalidate)
     2442    0.000    0.000    0.001    0.000 values.py:876(<listcomp>)
      237    0.000    0.000    0.000    0.000 pyparsing.py:1400(__init__)
     1773    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      172    0.000    0.000    0.001    0.000 getlimits.py:490(__new__)
      713    0.000    0.000    0.022    0.000 cgutils.py:142(_get_ptr_by_index)
        1    0.000    0.000    0.035    0.035 cbook.py:58(_get_running_interactive_framework)
      132    0.000    0.000    0.003    0.000 patch.py:113(path_segments)
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
      933    0.000    0.000    0.001    0.000 builder.py:173(_label_suffix)
      653    0.000    0.000    0.002    0.000 values.py:1137(__str__)
  373/241    0.000    0.000    0.077    0.000 consts.py:24(infer_constant)
      546    0.000    0.000    0.000    0.000 shape_base.py:455(<setcomp>)
     1078    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      633    0.000    0.000    0.001    0.000 ir.py:1270(__init__)
     3235    0.000    0.000    0.000    0.000 old_models.py:89(traverse)
    35/27    0.000    0.000    1.389    0.051 lowering.py:188(lower)
       39    0.000    0.000    0.056    0.001 ssa.py:47(_run_ssa)
      272    0.000    0.000    0.002    0.000 values.py:31(_escape_string)
     1314    0.000    0.000    0.002    0.000 byteflow.py:1978(has_active_try)
     4186    0.000    0.000    0.000    0.000 old_models.py:132(has_nrt_meminfo)
      628    0.000    0.000    0.001    0.000 posixpath.py:60(isabs)
     2161    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     2059    0.000    0.000    0.000    0.000 context.py:40(_require_nrt)
      609    0.000    0.000    0.001    0.000 instructions.py:539(descr)
      546    0.000    0.000    0.012    0.000 base.py:651(is_valid)
      762    0.000    0.000    0.006    0.000 base.py:994(__len__)
      128    0.000    0.000    0.106    0.001 arrayobj.py:78(_make_refs)
      880    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      222    0.000    0.000    0.001    0.000 axis.py:711(_get_axis_name)
     1302    0.000    0.000    0.000    0.000 __init__.py:678(_set)
       19    0.000    0.000    0.001    0.000 crs.py:108(to_proj4_params)
       14    0.000    0.000    0.137    0.010 pyplot.py:359(_get_backend_mod)
      465    0.000    0.000    0.000    0.000 shapefile.py:456(__init__)
   101/97    0.000    0.000    0.154    0.002 <frozen importlib._bootstrap_external>:1174(create_module)
        4    0.000    0.000    0.141    0.035 inline_closurecall.py:578(inline_closure_call)
  283/280    0.000    0.000    0.360    0.001 <frozen importlib._bootstrap>:1038(_gcd_import)
       10    0.000    0.000    0.111    0.011 backend_pdf.py:2030(draw_path_collection)
      447    0.000    0.000    0.006    0.000 old_models.py:135(contains_nrt_meminfo)
      284    0.000    0.000    0.001    0.000 ffi.py:285(__str__)
      192    0.000    0.000    0.003    0.000 values.py:70(wrapped)
      102    0.000    0.000    0.014    0.000 module.py:109(verify)
       35    0.000    0.000    0.002    0.000 analysis.py:655(find_literally_calls)
     2802    0.000    0.000    0.000    0.000 typeinfer.py:119(defined)
       52    0.000    0.000    0.001    0.000 cycler.py:364(by_key)
       41    0.000    0.000    0.001    0.000 {function Pickler.dump at 0x7f5ed2f14430}
      122    0.000    0.000    0.004    0.000 extending.py:352(_register)
      348    0.000    0.000    0.016    0.000 cgutils.py:149(__getattr__)
      653    0.000    0.000    0.178    0.000 values.py:1013(__str__)
       10    0.000    0.000    0.001    0.000 _version.py:55(__init__)
     4941    0.000    0.000    0.000    0.000 context.py:640(<lambda>)
       77    0.000    0.000    0.003    0.000 cgutils.py:736(get_item_pointer2)
      705    0.000    0.000    0.007    0.000 base.py:987(_get_geom_item)
       39    0.000    0.000    0.017    0.000 ssa.py:175(_run_block_analysis)
      222    0.000    0.000    0.005    0.000 templates.py:1275(decorate)
      546    0.000    0.000    0.000    0.000 shape_base.py:463(<listcomp>)
       35    0.000    0.000    0.023    0.001 untyped_passes.py:118(run_pass)
       35    0.000    0.000    0.046    0.001 typeinfer.py:1024(build_constraint)
      371    0.000    0.000    0.006    0.000 cgutils.py:682(unpack_tuple)
      159    0.000    0.000    0.006    0.000 __init__.py:919(read_text)
     1056    0.000    0.000    0.004    0.000 numpy_support.py:352(<listcomp>)
      121    0.000    0.000    1.618    0.013 transforms.py:2421(transform_path_non_affine)
     1986    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1314    0.000    0.000    0.001    0.000 byteflow.py:1871(advance_pc)
       19    0.000    0.000    0.001    0.000 crs.py:89(_prepare_from_proj_string)
      147    0.000    0.000    0.003    0.000 ttFont.py:974(tagToIdentifier)
       35    0.000    0.000    0.000    0.000 utils.py:404(__init__)
       35    0.000    0.000    0.006    0.000 targetconfig.py:291(get_mangle_string)
      218    0.000    0.000    0.003    0.000 callconv.py:101(get_return_type)
        8    0.000    0.000    0.008    0.001 scale.py:103(set_default_locators_and_formatters)
       82    0.000    0.000    0.001    0.000 inspect.py:1959(_signature_bound_method)
      698    0.000    0.000    0.001    0.000 base.py:936(geoms)
        2    0.000    0.000    0.000    0.000 {method 'enumerate_versions' of 'gi.Repository' objects}
       25    0.000    0.000    0.002    0.000 deprecation.py:126(deprecate)
     1024    0.000    0.000    0.000    0.000 backend_bases.py:914(set_linewidth)
      409    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
      359    0.000    0.000    0.001    0.000 sre_compile.py:516(_get_charset_prefix)
     1418    0.000    0.000    0.000    0.000 dis.py:422(_unpack_opargs)
      364    0.000    0.000    0.005    0.000 itanium_mangler.py:138(<listcomp>)
      186    0.000    0.000    0.002    0.000 cgutils.py:44(make_bytearray)
      747    0.000    0.000    0.001    0.000 instructions.py:34(<listcomp>)
        4    0.000    0.000    0.001    0.000 backend_bases.py:2609(__init__)
      122    0.000    0.000    0.001    0.000 values.py:672(descr)
      338    0.000    0.000    0.001    0.000 module.py:52(__init__)
     1890    0.000    0.000    0.000    0.000 compiler_machinery.py:279(debug_print)
      114    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       39    0.000    0.000    0.001    0.000 interpreter.py:1494(_legalize_exception_vars)
       35    0.000    0.000    0.007    0.000 compiler.py:634(define_untyped_pipeline)
     1072    0.000    0.000    0.001    0.000 backend_pdf.py:1143(cvt)
       31    0.000    0.000    0.036    0.001 imputils.py:192(imp)
     3098    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
     1256    0.000    0.000    0.001    0.000 ir.py:1182(get)
      787    0.000    0.000    0.000    0.000 types.py:232(__init__)
       59    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:427(_broadcast_shape)
       73    0.000    0.000    0.022    0.000 cgutils.py:694(get_item_pointer)
     1433    0.000    0.000    0.000    0.000 errors.py:349(termcolor)
       73    0.000    0.000    0.157    0.002 values.py:999(descr_body)
      242    0.000    0.000    0.004    0.000 old_models.py:709(traverse)
        1    0.000    0.000    0.001    0.001 markers.py:150(MarkerStyle)
     3012    0.000    0.000    0.001    0.000 transforms.py:37(visit_Instruction)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
        7    0.000    0.000    0.093    0.013 registry.py:302(load_backend_module)
     3258    0.000    0.000    0.000    0.000 errors.py:258(__enter__)
     2960    0.000    0.000    0.000    0.000 interpreter.py:1774(current_scope)
       30    0.000    0.000    0.001    0.000 transforms.py:1057(set)
      235    0.000    0.000    0.001    0.000 context.py:47(__init__)
       84    0.000    0.000    0.007    0.000 font_manager.py:1293(findfont)
        4    0.000    0.000    0.001    0.000 pyplot.py:1132(get_fignums)
      731    0.000    0.000    0.001    0.000 typing.py:137(_type_convert)
      827    0.000    0.000    0.001    0.000 typeinfer.py:1101(propagate_refined_type)
      191    0.000    0.000    0.002    0.000 module.py:215(_get_metadata_lines)
    35/34    0.000    0.000    0.140    0.004 typed_passes.py:226(run_pass)
      766    0.000    0.000    0.001    0.000 copy.py:243(_keep_alive)
        4    0.000    0.000    0.002    0.000 gridspec.py:144(get_grid_positions)
        1    0.000    0.000    0.113    0.113 npyimpl.py:377(_build_array)
      246    0.000    0.000    0.002    0.000 old_models.py:545(get_argument_type)
       30    0.000    0.000    0.091    0.003 callconv.py:122(raise_error)
      653    0.000    0.000    0.177    0.000 values.py:1006(descr)
       92    0.000    0.000    0.002    0.000 npytypes.py:444(__init__)
