VANGUARD 1,-2307.9388603428524,8875.097585528392,4441.388094033044,-4.805489915635866,-2.154224139637743,2.0616768414683375
VANGUARD 2,-2495.004820310671,6677.43612949077,-2437.101548960448,-6.137854416445843,-2.512105276940093,-3.5646954668828377
VANGUARD R/B,-6033.136398060048,-5483.2913121534575,-1453.8179408580027,4.304263649843672,-3.985717201600725,3.7256151556355332
VANGUARD R/B,5680.713417060896,2919.321969046158,4314.342367281786,-2.263247510715386,7.28121560841026,0.24296727895950795
VANGUARD 3,2498.502549631202,6753.680205134382,4594.943355482249,-5.672916240958919,3.573345718042513,-0.16477283281009922
EXPLORER 7,1152.0151458027594,5913.604488496358,-3261.730810286968,-5.936863701450464,-1.3584398874583437,-4.6492743482806125
TIROS 1,3306.0643070231977,5940.051856673097,-1803.8446626722528,-3.839325547279463,3.7280617904420716,5.286129787791978
TRANSIT 2A,4506.808518704038,-1481.511688594056,5485.656214649079,5.506497182073391,2.8754110750877144,-3.946344155576622
SOLRAD 1 (GREB),-2873.1094211023333,6081.383241682128,1800.7120238157033,-2.035393557483977,-3.0138893544219783,6.717689281931092
THOR ABLESTAR R/B,1689.9283923907701,6463.3881837413755,2322.692756527166,-2.5245144544070666,2.8302257770770107,-6.512004753259686
DELTA 1 R/B,2544.031731575098,-7282.202206117564,1708.972659483528,4.333899635412023,2.6387973499026884,5.017233723678625
ECHO 1 DEB (METAL OBJ),-6381.397002553078,-1947.0135705065409,4421.106501410663,3.892130715443759,-4.815383812597403,3.3626888621237594
ECHO 1 DEB (METAL OBJ),5310.283057872229,2304.439333838046,-5564.113375326939,-1.1639505526499112,6.701848388063336,1.7511360578884636
COURIER 1B,7341.944515350849,474.12022689649194,-1840.2103227587731,0.28524793791106234,6.55868450407093,2.9410096547209696
THOR ABLESTAR R/B,6461.728625830344,-1741.637156311192,-3373.2704042606097,2.489540094735914,6.753103702086229,1.0025364553048628
SCOUT X-1 R/B,6028.795862452038,3090.3480347720265,-5290.04398915184,-3.0942448661735797,5.6323271022098895,-1.1153828077235248
SCOUT X-1 DEB,3622.5556433858983,-6143.772780424778,-873.3219620600632,4.750679446353593,3.35254922396651,-4.536771666985441
EXPLORER 11,5556.157666993743,2864.5187583882284,2835.0187299476092,-2.7822181058276487,7.014865481535823,-1.9907313100241706
THOR ABLE DEB (YO),-2444.304983774813,-6470.6866499963435,681.1094342779704,4.953013550443413,-1.2743616703834153,5.605245181567342
TRANSIT 4A,-5080.524209616364,5054.107026017075,1658.4988965834063,-3.1647420597815836,-1.0318387421131585,-6.536723131248285
SOLRAD 3/INJUN 1,3337.5476889507445,1117.2641303385112,-6395.3093104606205,1.5979509472612854,6.900645494353393,2.103118413374351
THOR ABLESTAR R/B,1087.3185392913344,-3330.1670495187204,6395.390692399708,6.912345524266465,-1.649421398902773,-1.9723843091150262
THOR ABLESTAR DEB,4105.922916603415,-1605.967453131251,5732.894774887663,5.936887006246503,2.8262338207444664,-3.3870327120844803
THOR ABLESTAR DEB,1072.7886551898187,-3619.162181921767,6015.062372486196,4.155099097941703,5.694422085866173,2.64037544969013
THOR ABLESTAR DEB,-2937.0857873251166,5318.257373443829,-4048.266872067192,-4.777464804824587,1.414933708767243,5.4368485476412785
THOR ABLESTAR DEB,6863.436103216586,-1200.5878665717057,-917.044057462812,-0.38994682433415906,3.105209105503252,-6.834205198926331
THOR ABLESTAR DEB,-856.14710452617,7059.659212227837,-1232.8782133925301,-2.8056124479708804,-1.517155520243992,-6.669128061127517
THOR ABLESTAR DEB,-1687.2460143352491,-6712.119820345236,1652.8286261843843,2.5975240528707344,-2.2647890105690833,-6.671417946259424
THOR ABLESTAR DEB,-1107.4807750154816,-3839.308694900011,-6046.809985765927,6.268955190546275,2.6768411899358244,-2.9126419626251976
THOR ABLESTAR DEB,-4487.614655002749,3256.5763453436366,-4533.195701497507,1.0697124145285828,-5.473265665948611,-4.931222105964272
THOR ABLESTAR DEB,-4092.709467732478,3878.9281832171137,-4430.985369634245,-5.4357449127009945,0.030192266359335845,5.063597850334247
THOR ABLESTAR DEB,-558.6404813676193,-5795.889286629552,-4295.9097301734155,3.278123164230564,-4.12906960162333,5.245542497374419
THOR ABLESTAR DEB,6221.028862154618,-2968.3412653462487,-2147.4059939458593,3.1302344924711973,1.919624471527814,6.494616757626817
THOR ABLESTAR DEB,329.6196523362933,3178.3305273777974,-6558.759123336098,-6.908767089904894,-2.133587158580042,-1.4393687796920316
THOR ABLESTAR DEB,50.59852703580444,-4473.398238224548,-5690.048448876232,4.722030681149998,4.550364469565996,-3.524820729209602
THOR ABLESTAR DEB,-4019.3409601636527,3152.55517714606,5112.99701069211,-5.948821775322235,-0.5157923983854444,-4.388706830934265
THOR ABLESTAR DEB,-1588.904398240147,5446.161226270429,-4495.13944784788,-4.708258828211525,2.826216430155718,5.022977560286984
THOR ABLESTAR DEB,-3674.6329578366826,-3993.829852361297,4650.993859512344,-0.06042023560391135,-5.613998977199016,-4.9182984560380545
THOR ABLESTAR DEB,-7263.806132441543,-210.043190473543,318.6622885973117,0.36420355112378816,-2.864196180077868,6.81184451373662
THOR ABLESTAR DEB,-4306.556927816823,4705.671914548933,3535.7748777629126,-0.29872441717881804,-4.65445859286045,5.749920112203236
THOR ABLESTAR DEB,3760.195853814236,-1889.7364261519358,-6002.643435790886,-1.5831269319440842,6.516898442566959,-3.023788225759686
THOR ABLESTAR DEB,-1187.0488650714196,6375.619688052886,-3226.886923647891,-3.7345743779281895,2.295073558609098,5.998265124785926
THOR ABLESTAR DEB,-1010.164053397342,3196.624177932341,-6400.1454238944925,-7.072018922304865,1.3412769062642846,1.7526363720815703
THOR ABLESTAR DEB,1265.362585824405,-6197.420856899352,-3388.8698944996527,4.055909301046201,-2.4449039382614908,5.8003220692442286
THOR ABLESTAR DEB,6159.823658485889,-2897.4285893877177,-2713.370358092736,3.6269798852738435,1.8280820755213043,6.160414701576286
THOR ABLESTAR DEB,-1061.2870982800152,-6532.088201545851,2982.1516745714434,2.7579516734508127,-3.1219432139086765,-6.116195677867164
THOR ABLESTAR DEB,2859.909156791708,755.4057266884172,6556.895578515869,-0.08253338117315788,7.426487896229296,-0.7983193383410111
THOR ABLESTAR DEB,3835.702947434484,-1506.9189066168706,-5826.535347868267,-2.3101790685203683,6.359136827880582,-3.1398293346706256
THOR ABLESTAR DEB,-4874.570328126028,4115.3419363528765,4803.462868940153,-4.750995751798749,-0.4291547839771058,-5.080618964028086
THOR ABLESTAR DEB,-2686.5421259943073,-2175.0538731523907,6564.505200046372,6.424011193843402,-3.2965706686201726,1.73782221693969
TIROS 3,1726.8054006861444,5424.29540858658,4296.050781367906,-5.244341962510434,4.2119125116209215,-3.2490863014312366
DELTA 1 DEB (YO),811.0622291743871,6664.262286942193,-2634.0293381576325,-5.5328371410789,-1.1564730194760724,-4.815972659448785
THOR ABLESTAR DEB,1591.4939259045211,2464.2082744467302,-6884.929637636002,-5.673771227864177,4.5263508604158655,0.22383531978979163
THOR ABLESTAR DEB,6914.763806388932,-1790.273942464721,1464.4658951551608,-0.6067622881333664,3.2318814446267248,6.586034208867972
THOR ABLESTAR DEB,-729.6304749515758,4659.529032914552,5494.990787906452,-3.7385671457939953,-5.1619058298317775,3.8481234190297835
TRANSIT 4B,3106.6246987780664,-5454.462075799199,3977.799971056363,6.249576792910007,3.785082277751875,0.18848064360206085
THOR ABLESTAR R/B,6072.913158084222,-2183.7783013927506,3702.5528535290778,1.65625551760663,6.950997908488914,1.4838221521308332
TRAAC,7234.789385620945,1135.2037348782817,477.7365885718665,-1.1893359493321851,6.151710730933255,3.9473122960763414
THOR ABLESTAR DEB,-941.2584768889839,-7124.460447438297,1531.732616090026,2.7916723015270013,-1.7797567824813876,-6.563166366603117
THOR ABLESTAR DEB,-6782.764920701055,-1117.1018279600326,2545.488393983139,-1.8379495744613767,-3.4256287300637203,-6.256765402110021
THOR ABLESTAR DEB,-994.8605816799312,7143.256838297289,-434.15820166819475,-2.862407387486634,-0.7650491849800783,-6.8201456780490375
THOR ABLESTAR DEB,2862.2620480853184,5764.8153260048275,-2954.474035385252,-1.6593737249902345,4.0055220933148155,6.169031561112029
TIROS 4,-4846.176436579125,664.4857522355958,-5103.894377787524,0.47319173704979656,-7.375912264309972,-1.445077029085116
DELTA 1 DEB (YO),4705.012006708659,5082.0020140307615,1912.62809963914,-2.7441161851449682,4.599986634285615,-5.143677261693553
DELTA 1 DEB (YO),4341.945036944821,1969.3366824463046,4952.490606428938,-1.5656818826121286,7.298339242938095,-1.530287835680803
THOR ABLESTAR DEB,-3869.7432534504524,6093.552479040533,-1017.8405044534408,-3.0178247792090316,-0.7140849388495613,6.712670716597035
THOR ABLESTAR DEB,4718.563557664866,-4627.7796348603,3126.3058697494907,0.20757170016076865,4.286717483704379,5.984919656032442
THOR ABLESTAR DEB,-3404.172035460819,4995.311756187268,-3503.0665757141433,-4.742975073478084,0.8678097571052394,5.808034233152881
THOR ABLESTAR DEB,-89.94092181700441,-6494.319249730675,3359.275343132272,3.2941261570337037,2.9839512755027404,5.863627846885126
THOR ABLESTAR DEB,-6066.704150828199,-3285.314052629627,-2378.220454001305,3.284657692110354,-1.685212597266381,-6.368699856452544
THOR ABLESTAR DEB,-3570.1837134626608,893.8916430968397,6256.279220615348,2.4084949985641426,-6.6243672750052,2.2964236206071966
THOR ABLESTAR DEB,3903.7319216394612,-947.6576140419874,6087.157228870792,-2.977506125566518,6.152156102863289,2.802153922971359
THOR ABLESTAR DEB,-6996.293830519438,1417.9069879129304,807.1856163398576,-1.3393335886428115,-2.832890470239891,-6.7786478881570975
THOR ABLESTAR DEB,1890.4296160120896,6391.8965288217905,-2914.5211134433443,-3.815660832056636,-1.6772024509933017,-6.146980441954511
THOR ABLESTAR DEB,2743.6500084910176,3801.471392673555,-5638.012158832574,-6.292266577346555,-1.0347414529954433,-3.715702186079279
THOR ABLESTAR DEB,6924.566778127284,-502.8249092853515,945.8176117169792,-0.7086223975474145,3.039780114729038,6.861739388127216
THOR ABLESTAR DEB,5958.205483670691,-3388.9837851091097,-1709.2841847741959,0.06980897215243284,3.48333966927465,-6.68475599526677
THOR ABLESTAR DEB,4613.076228466409,5322.431034324374,1328.2468817059928,-3.0741689809494575,1.0124268824641742,6.703450970922055
THOR ABLESTAR DEB,6125.906896538568,-1350.2375290730504,-3803.1625053323455,-2.5596641871340284,4.042231332171171,-5.564156655841867
THOR ABLESTAR DEB,3585.238016402829,-4481.148146961743,-4252.919440426,5.304305914523908,-0.7069199088611283,5.177382231314574
THOR ABLESTAR DEB,5973.570445801002,1239.8046361930192,3580.4813933420746,-3.9745684585365155,2.7265087278701072,5.789083769214485
THOR ABLESTAR DEB,1077.494094263294,-5032.205970234155,-4989.568144435298,3.1403841394894383,5.074725639366065,-4.4588103635495235
THOR ABLESTAR DEB,2346.915633106864,6901.582998472164,2314.1142709386404,-2.2023312278946086,2.4483991923885884,-6.523435704626695
THOR ABLESTAR DEB,-3768.603972471533,-4117.423078937526,-5046.1226150533475,5.575080727420053,0.5078881878951007,-4.538889389230233
TIROS 5,2033.064864516941,-4956.810121612604,-4830.491842375834,6.163368506145522,-1.2244912558627543,3.8291973773247747
DELTA 1 DEB (YO),-4734.548399110831,5183.798856353996,1658.9126382971065,-1.9786301756957314,-3.7353386214934337,6.028801753005091
THOR ABLESTAR DEB,5373.616534335769,579.818385075435,4235.746447089862,3.6297045474032616,4.27536017947091,-5.177999897602848
THOR ABLESTAR DEB,5473.845567664808,3782.64135892877,-2576.405807915232,-3.741859152787657,1.2452856445297191,-6.375526871832082
THOR ABLESTAR DEB,-4937.230053937909,-2526.6197894852835,-4686.592528927818,-1.9354274391467223,-5.263023520738886,4.808738184212455
THOR ABLESTAR DEB,5130.554384465601,-421.6647666991532,-5098.344932963881,-3.9590698976743783,4.4357882785650045,-4.418934933252969
THOR ABLESTAR DEB,-1049.7749100100748,-5976.896256454884,3893.45880520813,4.029596922301078,2.936850210662446,5.508709696180555
THOR ABLESTAR DEB,3510.296118818253,-1786.7715938037,-6125.439845793615,-1.244539229585926,6.752106667746755,-2.7772409722998894
THOR ABLESTAR DEB,-7034.36841473759,-2255.5621326886894,912.390864686399,0.0360884012184308,-3.0300381614299727,-6.636610549076866
THOR ABLESTAR DEB,-5346.334698518041,-1744.9385075230311,4574.589865824034,-2.6578240338314822,-4.799742381866563,-4.991087270702405
